id,accident_risk
517754,0.3417263029256521
517755,0.17291876413750987
517756,0.3133173115942475
517757,0.31780473417102517
517758,0.44804441456713673
517759,0.4911673823187081
517760,0.33221968593806656
517761,0.3133173115942475
517762,0.31780473417102517
517763,0.31354631495275304
517764,0.2018497833413884
517765,0.17291876413750987
517766,0.3898883413673154
517767,0.31354631495275304
517768,0.3133173115942475
517769,0.31354631495275304
517770,0.31354631495275304
517771,0.33221968593806656
517772,0.17291876413750987
517773,0.28069912508568534
517774,0.48864592534767026
517775,0.5217684800546304
517776,0.21888742294800068
517777,0.19245511131164814
517778,0.4353373165406422
517779,0.31354631495275304
517780,0.3898883413673154
517781,0.31354631495275304
517782,0.31354631495275304
517783,0.3898883413673154
517784,0.31354631495275304
517785,0.33221968593806656
517786,0.4911673823187081
517787,0.38763353986959026
517788,0.31354631495275304
517789,0.21888742294800068
517790,0.31354631495275304
517791,0.31354631495275304
517792,0.6752494704336012
517793,0.17291876413750987
517794,0.16615046782511697
517795,0.3898883413673154
517796,0.16615046782511697
517797,0.17291876413750987
517798,0.4907818409197063
517799,0.17291876413750987
517800,0.38763353986959026
517801,0.31354631495275304
517802,0.3689792866554151
517803,0.31780473417102517
517804,0.31354631495275304
517805,0.6746524414189905
517806,0.33221968593806656
517807,0.4947810878563513
517808,0.38763353986959026
517809,0.31780473417102517
517810,0.4911673823187081
517811,0.38763353986959026
517812,0.31354631495275304
517813,0.6746524414189905
517814,0.48959201715992107
517815,0.17291876413750987
517816,0.48959201715992107
517817,0.17291876413750987
517818,0.48959201715992107
517819,0.6752494704336012
517820,0.3898883413673154
517821,0.17291876413750987
517822,0.17291876413750987
517823,0.21888742294800068
517824,0.17291876413750987
517825,0.31354631495275304
517826,0.31780473417102517
517827,0.4911673823187081
517828,0.5404237811002063
517829,0.48959201715992107
517830,0.6752494704336012
517831,0.17291876413750987
517832,0.17291876413750987
517833,0.33221968593806656
517834,0.38763353986959026
517835,0.31354631495275304
517836,0.31354631495275304
517837,0.34882925507012413
517838,0.4353373165406422
517839,0.5416716379959317
517840,0.48864592534767026
517841,0.19245511131164814
517842,0.4925946377486262
517843,0.4980865204519124
517844,0.19245511131164814
517845,0.21888742294800068
517846,0.38763353986959026
517847,0.17291876413750987
517848,0.4911673823187081
517849,0.3689792866554151
517850,0.17291876413750987
517851,0.21888742294800068
517852,0.17291876413750987
517853,0.4907818409197063
517854,0.3417263029256521
517855,0.4947810878563513
517856,0.31354631495275304
517857,0.16615046782511697
517858,0.28069912508568534
517859,0.4353373165406422
517860,0.5533543692080282
517861,0.6802525745598751
517862,0.5404237811002063
517863,0.4911673823187081
517864,0.34882925507012413
517865,0.31780473417102517
517866,0.49289806678382875
517867,0.48959201715992107
517868,0.17291876413750987
517869,0.34882925507012413
517870,0.31354631495275304
517871,0.4911673823187081
517872,0.31780473417102517
517873,0.19245511131164814
517874,0.4353373165406422
517875,0.17291876413750987
517876,0.19245511131164814
517877,0.31780473417102517
517878,0.19245511131164814
517879,0.48864592534767026
517880,0.38763353986959026
517881,0.33221968593806656
517882,0.4925946377486262
517883,0.17291876413750987
517884,0.4911673823187081
517885,0.17291876413750987
517886,0.4947810878563513
517887,0.48959201715992107
517888,0.3898883413673154
517889,0.31354631495275304
517890,0.33221968593806656
517891,0.49289806678382875
517892,0.6752494704336012
517893,0.17291876413750987
517894,0.3898883413673154
517895,0.6746524414189905
517896,0.4907818409197063
517897,0.3689792866554151
517898,0.16615046782511697
517899,0.3898883413673154
517900,0.3898883413673154
517901,0.3898883413673154
517902,0.17291876413750987
517903,0.33221968593806656
517904,0.17291876413750987
517905,0.31780473417102517
517906,0.4911673823187081
517907,0.4947810878563513
517908,0.31354631495275304
517909,0.2018497833413884
517910,0.19245511131164814
517911,0.4907818409197063
517912,0.3898883413673154
517913,0.31354631495275304
517914,0.6505292932101189
517915,0.21888742294800068
517916,0.4947810878563513
517917,0.3417263029256521
517918,0.31780473417102517
517919,0.5217684800546304
517920,0.17291876413750987
517921,0.33221968593806656
517922,0.404589484705714
517923,0.6802525745598751
517924,0.31354631495275304
517925,0.31354631495275304
517926,0.19245511131164814
517927,0.6752494704336012
517928,0.33221968593806656
517929,0.4980865204519124
517930,0.31780473417102517
517931,0.31780473417102517
517932,0.34882925507012413
517933,0.3898883413673154
517934,0.6752494704336012
517935,0.17291876413750987
517936,0.6752494704336012
517937,0.33221968593806656
517938,0.5404237811002063
517939,0.48959201715992107
517940,0.4353373165406422
517941,0.4911673823187081
517942,0.38763353986959026
517943,0.33221968593806656
517944,0.2018497833413884
517945,0.33221968593806656
517946,0.17291876413750987
517947,0.48959201715992107
517948,0.6746524414189905
517949,0.31354631495275304
517950,0.16615046782511697
517951,0.34882925507012413
517952,0.31780473417102517
517953,0.4911673823187081
517954,0.3508263877539777
517955,0.4911673823187081
517956,0.3347411772584254
517957,0.3898883413673154
517958,0.5662143794609799
517959,0.19245511131164814
517960,0.17291876413750987
517961,0.6752494704336012
517962,0.3898883413673154
517963,0.21888742294800068
517964,0.4980865204519124
517965,0.3898883413673154
517966,0.17291876413750987
517967,0.21888742294800068
517968,0.6355867703844909
517969,0.5671623967436851
517970,0.31354631495275304
517971,0.33221968593806656
517972,0.3879029885672433
517973,0.31354631495275304
517974,0.48864592534767026
517975,0.48959201715992107
517976,0.33221968593806656
517977,0.404589484705714
517978,0.31354631495275304
517979,0.31354631495275304
517980,0.31354631495275304
517981,0.17291876413750987
517982,0.31354631495275304
517983,0.31354631495275304
517984,0.21888742294800068
517985,0.31354631495275304
517986,0.17291876413750987
517987,0.3133173115942475
517988,0.17291876413750987
517989,0.6746524414189905
517990,0.33221968593806656
517991,0.19245511131164814
517992,0.34882925507012413
517993,0.6746524414189905
517994,0.17291876413750987
517995,0.4911673823187081
517996,0.4925946377486262
517997,0.5377797453036955
517998,0.28069912508568534
517999,0.3508263877539777
518000,0.4947810878563513
518001,0.31354631495275304
518002,0.48864592534767026
518003,0.4947810878563513
518004,0.48959201715992107
518005,0.3898883413673154
518006,0.31354631495275304
518007,0.43527836683916954
518008,0.17291876413750987
518009,0.48959201715992107
518010,0.6746524414189905
518011,0.4911673823187081
518012,0.3133173115942475
518013,0.4911673823187081
518014,0.48864592534767026
518015,0.21888742294800068
518016,0.17291876413750987
518017,0.38763353986959026
518018,0.48959201715992107
518019,0.38763353986959026
518020,0.6752494704336012
518021,0.21888742294800068
518022,0.48864592534767026
518023,0.38763353986959026
518024,0.21888742294800068
518025,0.17291876413750987
518026,0.17291876413750987
518027,0.4911673823187081
518028,0.34882925507012413
518029,0.28069912508568534
518030,0.6752494704336012
518031,0.6746524414189905
518032,0.33383279408561234
518033,0.38763353986959026
518034,0.31354631495275304
518035,0.3347411772584254
518036,0.4947810878563513
518037,0.17291876413750987
518038,0.27472703533921716
518039,0.31780473417102517
518040,0.4907590993866518
518041,0.48864592534767026
518042,0.33221968593806656
518043,0.3898883413673154
518044,0.43527836683916954
518045,0.31354631495275304
518046,0.21888742294800068
518047,0.48864592534767026
518048,0.38763353986959026
518049,0.33221968593806656
518050,0.4353373165406422
518051,0.27472703533921716
518052,0.31354631495275304
518053,0.3689792866554151
518054,0.3347411772584254
518055,0.33221968593806656
518056,0.38763353986959026
518057,0.16615046782511697
518058,0.31780473417102517
518059,0.31354631495275304
518060,0.34882925507012413
518061,0.3879029885672433
518062,0.5546023588879668
518063,0.4353373165406422
518064,0.19245511131164814
518065,0.31354631495275304
518066,0.21888742294800068
518067,0.3898883413673154
518068,0.6505292932101189
518069,0.17291876413750987
518070,0.4980865204519124
518071,0.31354631495275304
518072,0.4911673823187081
518073,0.34882925507012413
518074,0.38763353986959026
518075,0.48959201715992107
518076,0.17291876413750987
518077,0.3133173115942475
518078,0.3347411772584254
518079,0.48959201715992107
518080,0.3879029885672433
518081,0.6746524414189905
518082,0.33221968593806656
518083,0.33221968593806656
518084,0.31354631495275304
518085,0.21888742294800068
518086,0.31780473417102517
518087,0.31354631495275304
518088,0.3898883413673154
518089,0.5533543692080282
518090,0.4947810878563513
518091,0.31354631495275304
518092,0.3133173115942475
518093,0.21888742294800068
518094,0.4947810878563513
518095,0.17291876413750987
518096,0.3689792866554151
518097,0.31354631495275304
518098,0.48959201715992107
518099,0.49753299145297514
518100,0.3898883413673154
518101,0.3898883413673154
518102,0.3347411772584254
518103,0.404589484705714
518104,0.34882925507012413
518105,0.31354631495275304
518106,0.4947810878563513
518107,0.5404237811002063
518108,0.5404237811002063
518109,0.31354631495275304
518110,0.33221968593806656
518111,0.27472703533921716
518112,0.3417263029256521
518113,0.19245511131164814
518114,0.48959201715992107
518115,0.3347411772584254
518116,0.48864592534767026
518117,0.6746524414189905
518118,0.48864592534767026
518119,0.5533543692080282
518120,0.17291876413750987
518121,0.48959201715992107
518122,0.3898883413673154
518123,0.4911673823187081
518124,0.48959201715992107
518125,0.27472703533921716
518126,0.17291876413750987
518127,0.17291876413750987
518128,0.19245511131164814
518129,0.31780473417102517
518130,0.3898883413673154
518131,0.31354631495275304
518132,0.33221968593806656
518133,0.31354631495275304
518134,0.4911673823187081
518135,0.17291876413750987
518136,0.48959201715992107
518137,0.3347411772584254
518138,0.28069912508568534
518139,0.6746524414189905
518140,0.31780473417102517
518141,0.6263411506402288
518142,0.19245511131164814
518143,0.28069912508568534
518144,0.31354631495275304
518145,0.48959201715992107
518146,0.31354631495275304
518147,0.3898883413673154
518148,0.3898883413673154
518149,0.4911673823187081
518150,0.31354631495275304
518151,0.43527836683916954
518152,0.16615046782511697
